,id,cd_type,init_cd,cd,duration,trigger,target_buff,self_buff,random_buff,hurt,heal,chip,dice,movement_type,movement_parameter,stage_change,perform_creation_id,effect_range,summoner,token,negative_skill_target,chip_ui_control,score,flight,action
212,30308,1,0,0,3:-1,"30308,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
213,30309,1,0,0,3:-1,"30309,30312","114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
214,30310,1,0,0,3:-1,"30310,30312","114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
215,30311,1,0,0,3:-1,"30311,30313","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
216,30312,1,0,0,3:-1,"30303,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
217,30313,1,0,0,3:-1,"30304,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
218,30314,1,0,0,3:-1,"30305,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,246:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
219,30315,1,0,0,3:-1,"30306,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
220,30316,1,0,0,3:-1,"30307,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
221,30317,1,0,0,3:-1,"30308,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
222,30318,1,0,0,3:-1,"30309,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
223,30319,1,0,0,3:-1,"30310,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
224,30320,1,0,0,3:-1,30320,0,244:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
225,30321,1,0,0,3:-1,"30320,30321",0,252:-1,0,0,0,0,0,0,0,0,0,,0,-5,1,0,0,0,
226,30322,1,0,0,3:-1,"30302,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
227,30323,1,0,0,3:-1,"30303,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
228,30324,1,0,0,3:-1,"30304,30312","114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
229,30325,1,0,0,3:-1,"30305,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
230,30326,1,0,0,3:-1,"30306,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
231,30327,1,0,0,3:-1,"30307,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
232,30328,1,0,0,3:-1,"30308,30312","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
233,30329,1,0,0,3:-1,"30309,30312","114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
234,30330,1,0,0,3:-1,"30310,30312","114:1,175:1,177:1,288:1",0,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
235,30331,1,0,0,3:-1,"30311,30313","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
236,30332,1,0,0,3:-1,"30303,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
237,30333,1,0,0,3:-1,"30304,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
238,30334,1,0,0,3:-1,"30305,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
239,30335,1,0,0,3:-1,"30306,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
240,30336,1,0,0,3:-1,"30307,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
241,30337,1,0,0,3:-1,"30308,30311","114:1,175:1,177:1,288:1",252:1,"109:1,110:1,111:1,112:1,113:1,202:1,171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
242,30338,1,0,0,3:-1,"30309,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
243,30339,1,0,0,3:-1,"30310,30311","114:1,175:1,177:1,288:1",252:1,"171:1,172:1,223:1,224:1,225:1,226:1,222:1,246:1,247:1",0,0,0,0,0,0,0,19,,0,0,54,0,0,0,
244,30340,1,0,0,3:-1,0,"114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1",0,0,0,0,0,0,0,19,,0,0,0,0,0,0,
245,30401,1,0,0,3:-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,
246,30501,1,0,0,3:-1,0,108:1,0,0,0,*400103,0,0,0,0,0,18,,0,0,0,0,0,0,
247,30601,1,0,0,3:-1,0,0,207:1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
248,30701,1,0,-1,3:-1,14701,0,101:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
249,30801,1,0,-1,3:-1,10101,0,103:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
250,30901,1,0,-1,3:-1,30901,0,228:1,0,99,0,0,0,0,0,0,0,,0,0,0,0,0,0,
251,31001,1,0,-1,3:-1,31001,0,229:1,0,99,0,0,0,0,0,0,0,,0,0,0,0,0,0,
252,31002,1,0,-1,3:-1,31002,212:1,229:-1,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,
253,31101,1,0,-1,3:-1,31101,0,230:1,0,99,0,0,0,0,0,0,0,,0,0,0,0,0,0,
254,31102,1,0,-1,3:-1,31102,0,230:-1,0,0,0,7:19401,0,0,0,0,0,,0,0,1,0,0,0,
255,31201,1,0,-1,3:-1,31201,0,231:1,0,99,0,0,0,0,0,0,0,,0,0,0,0,0,0,
256,31202,1,0,-1,3:-1,31202,0,231:-1,0,0,0,7:60501,0,0,0,0,0,,0,0,1,0,0,0,
257,40301,1,0,0,2:-1,40301,0,0,0,1,0,0,0,0,0,0,4,,0,0,1,0,0,0,
258,40401,1,0,0,0,0,124:1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
259,50101,1,0,0,3:1,0,0,0,0,0,0,1:5,0,0,0,0,0,,0,0,1,0,0,0,
260,50201,1,0,0,3:1,0,"130:1,131:1",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
261,50301,1,0,0,3:1,0,0,0,0,0,0,0,0,4,4,0,0,,0,0,1,0,0,0,
262,50401,1,0,0,3:1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,29,0,0,0,
263,50402,1,0,0,3:1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,29,0,0,0,
264,50403,1,0,0,3:1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,29,0,0,0,
265,50404,1,0,0,3:1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,29,0,0,0,
266,50405,1,0,0,3:1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,29,0,0,0,
267,60001,1,0,0,2:-1,"60001,6000101",0,"208:1,209:-1",0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
268,60002,1,0,0,2:-1,60002,209:-1,209:1,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,
269,60003,1,0,0,2:-1,"60001,6000101",0,"210:1,209:-1",0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
270,60101,1,0,0,2:-1,60101,0,211:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
271,60102,1,0,0,2:-1,60102,0,212:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
272,60201,1,0,0,2:-1,60201,0,213:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
273,60202,1,0,0,2:-1,"60202,6020201",0,214:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
274,60203,1,0,0,2:-1,60203,214:-1,"213:-1,220:-1",0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
275,60204,1,0,0,2:-1,"60202,6020201",0,220:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
276,60301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,
277,60401,1,0,0,2:-1,60101,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,0,0,
278,60402,1,0,0,2:-1,60102,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,0,0,
279,60601,1,0,0,3:1,0,233:1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
280,60701,1,0,-1,2:-1,0,234:1,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
281,60702,1,0,-1,2:-1,0,235:1,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
282,60703,1,0,0,2:-1,"10301,60703","236:1,234:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
283,60704,1,0,0,2:-1,"10301,60704","237:1,236:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
284,60705,1,0,0,2:-1,"10301,60705","238:1,237:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
285,60706,1,0,0,2:-1,"10301,60706","239:1,238:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
286,60707,1,0,0,2:-1,"10301,60703","237:1,235:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
287,60708,1,0,0,2:-1,"10301,60704","238:1,237:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
288,60709,1,0,0,2:-1,"10301,60705","239:1,238:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
289,60710,1,0,0,2:-1,"10301,60706","240:1,239:-1,241:1",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
290,60711,1,0,0,2:-1,60711,"234:1,236:-1,237:-1,238:-1,239:-1,240:-1,241:-4",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
291,60712,1,0,0,2:-1,60711,"235:1,236:-1,237:-1,238:-1,239:-1,240:-1,241:-4",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,
292,60801,1,0,0,2:-1,16201,0,0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,
293,60802,1,0,0,2:-1,16201,0,0,0,0,0,0,0,0,0,0,0,,0,4,5,0,0,0,
294,60901,1,0,0,2:-1,"60901,60902",242:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
295,60902,1,0,0,2:-1,"60901,60902",243:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
296,61001,1,0,0,2:-1,0,248:1,248:1,0,0,0,0,0,0,0,0,0,,0,0,40,1,0,0,
297,61002,1,0,0,2:-1,0,249:1,249:1,0,0,0,0,0,0,0,0,0,,0,0,40,1,0,0,
298,61101,1,0,0,2:-1,0,250:1,250:1,0,0,0,0,0,0,0,0,0,,0,0,40,1,0,0,
299,61102,1,0,0,2:-1,0,251:1,251:1,0,0,0,0,0,0,0,0,0,,0,0,40,1,0,0,
300,61201,1,0,1,2:-1,14303,0,0,0,0,0,7:61301,0,0,0,0,0,,0,0,5,3,0,0,
301,61202,1,0,1,2:-1,14303,0,0,0,0,0,7:61401,0,0,0,0,0,,0,0,5,3,0,0,
302,61301,1,0,0,2:-1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,
303,61401,1,0,0,2:-1,0,0,0,0,0,0,0,0,1,2,0,0,,0,0,1,0,0,0,
304,61501,1,0,999999,2:-1,0,"255:1,256:1",0,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
305,61502,1,0,999999,2:-1,0,"256:1,257:1",0,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
306,61601,1,0,0,2:-1,"61601,61602",0,258:1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
307,61602,1,0,0,2:-1,61601,0,258:1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
308,61701,1,0,0,2:-1,61701,0,259:1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
309,61702,1,0,0,2:-1,"61702,6170201",0,0,0,0,*400101,0,0,0,0,0,0,,0,0,1,3,0,0,
310,61703,1,0,0,2:-1,"61702,6170201",0,0,0,0,*400103,0,0,0,0,0,0,,0,0,1,3,0,0,
311,61704,1,0,0,2:-1,"61704,6170201",0,0,0,0,*400101,0,0,0,0,0,0,,0,0,1,3,0,0,
312,61705,1,0,0,2:-1,"61704,6170201",0,0,0,0,*400103,0,0,0,0,0,0,,0,0,1,3,0,0,
313,61801,1,0,0,2:-1,61801,0,261:1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
314,61802,1,0,0,2:-1,61801,0,262:1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
315,61901,1,0,0,2:-1,0,266:2,0,0,0,0,0,0,0,0,0,0,,0,0,17,1,0,0,
316,61902,1,0,0,2:-1,0,266:3,0,0,0,0,0,0,0,0,0,0,,0,0,17,1,0,0,
317,62001,1,0,0,2:-1,10301,0,264:1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
318,62002,1,0,0,2:-1,62002,0,"264:-2,265:1",0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
319,62003,1,0,0,2:-1,62003,0,"264:-1,265:1",0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
320,62101,1,0,1,2:-1,62101,0,267:1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
321,62102,1,0,1,2:-1,62101,0,286:1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
322,62201,1,0,99999,2:-1,"62201,62202,62203,62204,62205,62206",0,0,0,0,0,0,0,0,0,0,0,,0,20,5,1,0,0,
323,62202,1,0,99999,2:-1,"62201,62202,62203,62204,62205,62206",0,0,0,0,0,0,0,0,0,0,0,,0,30,5,1,0,0,
324,62301,1,0,0,2:-1,62301,0,177:-1,"272:1,273:1,274:1,275:1,276:1,277:1",0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
325,62302,1,0,0,2:-1,62301,0,0,"272:1,273:1,274:1,275:1,276:1,277:1",0,0,0,0,0,0,0,0,,0,0,1,1,0,0,
326,62401,1,0,0,2:-1,"62401,62402",0,0,0,0,0,7:60501,0,0,0,0,0,,0,0,1,1,0,0,
327,62402,1,0,0,2:-1,"62401,62403",0,0,0,0,0,7:60501,0,0,0,0,0,,0,0,1,1,0,0,
328,62501,1,0,1,2:-1,62501,0,288:-1,0,0,0,0,0,0,0,0,0,,0,2,5,1,0,0,
329,62502,1,0,1,2:-1,62501,0,288:-1,0,0,0,0,0,0,0,0,0,,0,4,5,1,0,0,
330,62503,1,0,0,2:-1,62503,0,288:-10,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
331,62601,1,0,0,2:-1,"61801,62601",0,0,0,1,0,0,0,0,0,0,0,,0,0,47,0,0,0,
332,62602,1,0,0,2:-1,"61801,62601",0,0,0,2,0,0,0,0,0,0,0,,0,0,47,0,0,0,
333,80001,1,0,0,2:-1,0,268:1,0,0,0,0,0,0,0,0,0,0,,0,0,48,0,0,0,
334,80002,1,0,0,2:-1,0,269:1,0,0,0,0,0,0,0,0,0,0,,0,0,49,0,0,0,
335,80003,1,0,0,2:-1,80003,0,0,0,0,3,0,0,0,0,0,0,,0,0,1,0,0,0,
336,80101,1,0,0,2:-1,0,,0,247:1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
337,99901,1,0,999999,3:-1,99901,0,101:1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
338,99902,1,0,999999,3:-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
339,99903,1,0,0,3:-1,99903,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,
340,99904,1,0,0,3:-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,
341,1150101,1,0,0,2:-1,"11501,16501","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,222:1",0,0,0,0,0,0,0,0,,0,0,39,3,0,0,
342,1150102,1,0,0,2:-1,"11501,16502","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,222:1",0,0,0,0,0,0,0,0,,0,0,39,3,0,0,
343,1150201,1,0,0,2:-1,"11501,16501","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,222:1",0,0,0,0,0,0,0,0,,0,0,43,3,0,0,
344,1150202,1,0,0,2:-1,"11501,16502","114:1,175:1,177:1,288:1",0,"109:1,110:1,111:1,112:1,113:1,202:1,222:1",0,0,0,0,0,0,0,0,,0,0,43,3,0,0,
345,1160101,1,0,0,2:-1,1160101,0,174:1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
346,1160102,1,0,0,2:-1,11601,174:-6,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
347,1160201,1,0,0,2:-1,1160101,0,174:1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
348,1160202,1,0,0,2:-1,11602,174:-4,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
349,1270101,1,0,0,2:-1,1270101,132:1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
350,1270102,1,0,0,2:-1,1270102,132:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
351,1280101,1,0,0,2:-1,1280101,"118:-1,221:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
352,1290101,1,0,0,2:-1,10301,0,0,0,2,0,0,0,0,0,0,0,,0,0,1,3,0,0,
353,1290102,1,0,9999,2:-1,0,141:1,0,0,0,0,0,0,0,0,0,0,,0,0,17,3,0,0,
354,1290103,1,0,0,2:-1,"12305,1290104","115:-1,227:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
355,1290201,1,0,0,2:-1,10301,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,3,0,0,
356,1290202,1,0,9999,2:-1,0,141:2,0,0,0,0,0,0,0,0,0,0,,0,0,17,3,0,0,
357,1290203,1,0,0,2:-1,"12305,1290104","115:-2,227:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
358,1300101,1,0,0,2:-1,1300101,137:-1,0,0,0,0,0,2:1:0:0:1,0,0,0,0,,0,0,1,3,0,0,
359,1300201,1,0,0,2:-1,1300201,137:-1,0,0,0,0,0,2:1:0:0:1,0,0,0,0,,0,0,1,3,0,0,
360,1320101,1,0,0,2:-1,1320101,120:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
361,1320102,1,0,0,2:-1,1320102,120:1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
362,1320103,1,0,0,2:-1,1320103,120:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
363,1320201,1,0,0,2:-1,1320101,120:-2,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
364,1320202,1,0,0,2:-1,1320102,120:2,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
365,1320203,1,0,0,2:-1,1320103,120:-2,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
366,1330101,1,0,0,2:-1,1330101,"133:-1,143:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
367,1330102,1,0,0,2:-1,13401,143:1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
368,1400101,1,0,0,2:-1,"1400101,1400102",270:-1,253:-1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
369,1400201,1,0,0,2:-1,"1400101,1400102",254:-1,253:-1,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
370,1410101,1,0,0,2:-1,13401,"144:1,166:1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
371,1410102,1,0,0,2:-1,13501,144:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
372,1510101,1,0,0,2:-1,1510101,181:-6,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,1,0,
373,1510102,1,0,0,2:-1,1510102,181:-4,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,1,0,
374,1550101,1,0,0,2:-1,1550101,"126:-1,206:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
375,1550201,1,0,0,2:-1,1550101,"126:-2,206:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
376,1560101,1,0,0,2:-1,1560101,104:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
377,1560201,1,0,0,2:-1,1560101,287:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
378,1580101,1,0,0,2:-1,1580101,147:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
379,1580201,1,0,0,2:-1,1580201,147:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
380,1590101,1,0,0,2:-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
381,1600101,1,0,0,2:-1,"1600101,1600102",149:1,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,
382,1600102,1,0,0,2:-1,0,150:1,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,0,0,
383,1600201,1,0,0,2:-1,0,151:1,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,0,0,
384,1620101,1,0,0,2:-1,"16201,16501","153:1,154:1",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,
385,1620102,1,0,0,2:-1,"16201,16502","153:1,154:1",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,
386,1620201,1,0,0,2:-1,"16201,16501","155:1,156:1",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,
387,1620202,1,0,0,2:-1,"16201,16502","155:1,156:1",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,
388,1640101,1,0,0,2:-1,"16401,16501",197:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
389,1640102,1,0,0,2:-1,"16401,16502",197:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
390,1640103,1,0,0,2:-1,"16403,16305",197:-1,0,0,0,0,5:3,0,0,0,0,0,,0,0,5,0,0,0,
391,1640201,1,0,0,2:-1,"16401,16501",197:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
392,1640202,1,0,0,2:-1,"16401,16502",197:1,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,
393,1640203,1,0,0,2:-1,"16403,16305",197:-1,0,0,0,0,5:5,0,0,0,0,0,,0,0,5,0,0,0,
394,1660101,1,0,0,2:-1,"16401,16501",0,0,0,0,0,7:19201,0,0,0,0,0,,0,0,5,3,0,0,
395,1660102,1,0,0,2:-1,"16401,16502",0,0,0,0,0,7:19201,0,0,0,0,0,,0,0,5,3,0,0,
396,1660201,1,0,0,2:-1,"16401,16501",0,0,0,0,0,7:60601,0,0,0,0,0,,0,0,5,3,0,0,
397,1660202,1,0,0,2:-1,"16401,16502",0,0,0,0,0,7:60601,0,0,0,0,0,,0,0,5,3,0,0,
398,1670101,1,0,0,2:-1,"16401,16501",0,0,0,0,0,0,0,0,0,0,14,,0,0,1,1,0,0,
399,1670102,1,0,0,2:-1,"16401,16502",0,0,0,0,0,0,0,0,0,0,14,,0,0,1,1,0,0,
400,1670201,1,0,0,2:-1,"16401,16501",0,0,0,0,0,0,0,0,0,0,14,,0,0,1,1,0,0,
401,1670202,1,0,0,2:-1,"16401,16502",0,0,0,0,0,0,0,0,0,0,14,,0,0,1,1,0,0,
402,1700101,1,0,0,2:-1,"1280101,1280104","163:-1,200:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,
403,1700201,1,0,0,2:-1,"1280101,1280104","263:-1,200:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,
404,1710101,1,0,0,2:-1,"1280101,1280105","199:-1,201:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,
405,1710201,1,0,0,2:-1,"1280101,1280105","162:-1,201:-1",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,
406,1740101,1,0,0,2:-1,1740101,115:-1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,
407,1740102,1,0,0,2:-1,17401,102:1,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,0,0,
408,1740103,1,0,0,2:-1,1740101,102:-1,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,0,0,
409,1740201,1,0,0,2:-1,0,102:1,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,0,0,
410,1750101,1,0,0,2:-1,"17501,17503",121:1,271:1,0,0,0,0,0,0,0,0,0,,0,0,38,3,0,0,
